part,before_unique,after_unique,resolver_warnings,families
10.dat,0,764,0,cylinder
10039.dat,0,34,0,cylinder
10040.dat,0,24,0,cylinder
10040c01.dat,0,34,0,cylinder
10041.dat,2,10,0,cylinder
10049.dat,0,1,0,cylinder
10049p01.dat,0,1,0,cylinder
100943.dat,0,2,0,cylinder
100943p01.dat,0,2,0,cylinder
101.dat,3,8,0,cylinder
10126.dat,0,1,0,cylinder
10128p01c01.dat,3,8,0,cylinder
10199.dat,32,96,0,cylinder
10201.dat,2,13,0,cylinder
10238.dat,0,1,0,cylinder
10247.dat,4,12,0,cylinder
103.dat,0,16,0,cylinder
10304.dat,7,11,0,cylinder
10350c01.dat,0,2,0,cylinder
10350p01c01.dat,0,2,0,cylinder
10350p02c01.dat,0,2,0,cylinder
10351.dat,0,1,0,cylinder
10351p01.dat,0,1,0,cylinder
10351p02.dat,0,1,0,cylinder
10352c01.dat,7,11,0,cylinder;generic
10353.dat,4,8,0,cylinder;generic
103c.dat,0,4,0,cylinder
10509.dat,0,17,0,cylinder;generic
10509p01.dat,0,17,0,cylinder;generic
10509p02.dat,0,17,0,cylinder;generic
10520.dat,0,1,0,cylinder
10532.dat,0,1,0,cylinder
10677.dat,0,5,10,cylinder
10679.dat,0,8,0,cylinder
10679b.dat,0,8,0,cylinder
10679bp01.dat,0,8,0,cylinder
10679p01.dat,0,8,0,cylinder
10715.dat,6,38,0,cylinder;clip
10715p01.dat,6,38,0,cylinder;clip
10715p02.dat,6,38,0,cylinder;clip
10756.dat,0,5,0,cylinder
10907c01.dat,1,2,1,cylinder;generic
10a.dat,12,764,0,cylinder
10b.dat,0,768,0,cylinder
10p01.dat,31,764,0,cylinder
10p02.dat,40,764,0,cylinder
10p03.dat,72,764,0,cylinder
10p04.dat,56,764,0,cylinder
10p05.dat,24,764,0,cylinder
10p06.dat,48,764,0,cylinder
10p07.dat,36,764,0,cylinder
10p08.dat,66,764,0,cylinder
10p09.dat,45,764,0,cylinder
10p0a.dat,100,764,0,cylinder
10p0b.dat,43,764,0,cylinder
11.dat,5,11,0,cylinder;generic
11002.dat,3,7,0,cylinder
11097.dat,3,7,0,cylinder
11145.dat,0,2,0,generic
11146.dat,0,2,0,generic
11147.dat,0,2,0,generic
11153.dat,5,7,0,cylinder
11170.dat,0,4,0,cylinder
11187.dat,1,2,0,cylinder
11187a.dat,0,1,0,cylinder
11198.dat,0,16,0,cylinder
11202p01c01.dat,2,5,0,fingers;cylinder;generic
11202p02c01.dat,2,5,0,fingers;cylinder;generic
11202p03c01.dat,2,5,0,fingers;cylinder;generic
11202p04c01.dat,2,5,0,fingers;cylinder;generic
11211.dat,7,9,0,cylinder
11212.dat,9,18,0,cylinder
11213.dat,26,50,0,cylinder
11215.dat,1,11,0,cylinder
11244p01c01.dat,2,5,0,fingers;cylinder;generic
11244p02c01.dat,2,5,0,fingers;cylinder;generic
11248.dat,6,34,0,cylinder;clip
11267.dat,15,19,0,cylinder
11272.dat,1,3,0,cylinder
11293.dat,8,17,0,cylinder
11293c01.dat,4,17,0,cylinder
11295.dat,39,61,0,cylinder
11301.dat,19,35,0,cylinder
11345.dat,0,32,0,cylinder
11377.dat,0,24,0,cylinder
11399.dat,18,34,0,clip;cylinder
11477d01.dat,0,2,0,cylinder
11477dy0.dat,0,2,0,cylinder
11477dy1.dat,0,2,0,cylinder
11477dy2.dat,0,2,0,cylinder
11477dy3.dat,0,2,0,cylinder
11477dy4.dat,0,2,0,cylinder
11477dy5.dat,0,2,0,cylinder
11477dy6.dat,0,2,0,cylinder
11477dy7.dat,0,2,0,cylinder
11477dy8.dat,0,2,0,cylinder
11477dy9.dat,0,2,0,cylinder
11477dya.dat,0,2,0,cylinder
11477dyb.dat,0,2,0,cylinder
11477dyc.dat,0,2,0,cylinder
11477dyd.dat,0,2,0,cylinder
11477dye.dat,0,2,0,cylinder
11477dyf.dat,0,2,0,cylinder
11477dyg.dat,0,2,0,cylinder
11477dyh.dat,0,2,0,cylinder
11477dyk.dat,0,2,0,cylinder
11477dyl.dat,0,2,0,cylinder
11477dym.dat,0,2,0,cylinder
11477dyn.dat,0,2,0,cylinder
11650.dat,12,92,0,cylinder
117.dat,0,2,0,cylinder
11767.dat,0,6,0,cylinder
117p47.dat,0,2,0,cylinder
11809.dat,0,1,0,cylinder
11833.dat,9,17,0,cylinder
11938.dat,0,5,2,cylinder
11953.dat,1,3,0,cylinder
120.dat,2,10,0,cylinder
121.dat,5,9,0,cylinder
122.dat,0,11,0,cylinder
122c01.dat,5,11,0,cylinder
122c02.dat,5,11,0,cylinder
122c03.dat,2,13,0,cylinder;generic
122c04.dat,2,13,0,cylinder;generic
122c05.dat,0,11,0,cylinder
122c06.dat,0,11,0,cylinder
122c07.dat,2,13,0,cylinder
124.dat,2,4,0,cylinder
125.dat,0,4,0,cylinder
125c01.dat,0,132,0,cylinder
126.dat,2,128,0,cylinder
12622.dat,8,106,0,cylinder
12622p01.dat,8,106,0,cylinder
12799.dat,0,15,0,cylinder
127c01.dat,0,7,0,cylinder
127c02.dat,0,7,0,cylinder
12896.dat,0,5,10,cylinder
12896p01.dat,0,5,10,cylinder
12939.dat,2,8,0,cylinder
13.dat,0,6,0,cylinder
13252.dat,0,4,2,cylinder
13269.dat,20,24,0,cylinder
13349.dat,11,13,0,cylinder
134.dat,0,5,0,cylinder
13547.dat,3,5,0,cylinder
13670.dat,1,4,0,cylinder
13731.dat,15,19,0,cylinder
13760c01.dat,0,19,0,cylinder
13760c02.dat,0,19,0,cylinder
13770.dat,0,3,0,cylinder
138.dat,0,1,0,fingers
13965.dat,2,4,0,cylinder
13971c01.dat,0,1,0,cylinder
14.dat,2,2,0,cylinder
140.dat,0,2,0,cylinder
141.dat,0,2,0,cylinder
14137.dat,6,15,1,cylinder
14181.dat,36,62,0,cylinder
142.dat,0,1,0,cylinder
14285.dat,0,2,0,cylinder
14395.dat,4,6,0,cylinder
14417.dat,5,9,0,cylinder;generic
14418.dat,4,8,0,cylinder;generic
14419.dat,5,9,0,cylinder;generic
14520.dat,11,17,0,cylinder
14639.dat,0,38,0,cylinder;clip
14639p01.dat,0,38,0,cylinder;clip
14639p02.dat,0,38,0,cylinder;clip
14639p03.dat,0,38,0,cylinder;clip
14639p04.dat,0,38,0,cylinder;clip
14639p05.dat,0,38,0,cylinder;clip
14639p06.dat,0,38,0,cylinder;clip
14639p07.dat,0,38,0,cylinder;clip
14639p08.dat,0,38,0,cylinder;clip
14704.dat,4,8,0,cylinder;generic
14707.dat,6,14,0,cylinder
14718.dat,4,15,0,cylinder
14718px0.dat,4,15,0,cylinder
14718px1.dat,4,15,0,cylinder
14718px2.dat,4,15,0,cylinder
14720.dat,5,9,0,cylinder
14721.dat,0,32,0,cylinder
14769d01.dat,0,6,0,cylinder
148.dat,0,2,0,cylinder
149.dat,0,5,0,cylinder
14918.dat,6,7,0,cylinder
15038c01.dat,0,7,0,cylinder
15068dx0.dat,0,5,0,cylinder
15068dy0.dat,0,5,0,cylinder
15068dy1.dat,0,5,0,cylinder
15068dy5.dat,0,5,0,cylinder
15068dy6.dat,0,5,0,cylinder
15068dy7.dat,0,5,0,cylinder
15068dy8.dat,0,5,0,cylinder
15068dym.dat,0,5,0,cylinder
15071.dat,9,17,0,cylinder
15086.dat,3,7,0,cylinder
15092.dat,2,10,0,cylinder
151.dat,2,6,0,cylinder
15103c01.dat,0,2,0,cylinder
15108.dat,3,11,0,cylinder
152.dat,1,9,0,cylinder
15208.dat,3,5,0,cylinder
15254.dat,2,8,0,cylinder
153.dat,3,7,0,cylinder
15301.dat,4,7,0,cylinder
15302.dat,0,8,0,cylinder
15314.dat,0,40,0,cylinder
15332.dat,4,15,0,cylinder
15336p01.dat,0,2,0,cylinder
15336p02.dat,0,2,0,cylinder
15361.dat,5,7,0,cylinder
15391c02.dat,3,6,2,cylinder;fingers
15396.dat,1,5,2,cylinder
15396c02.dat,5,13,21,cylinder;fingers
15397.dat,7,10,0,cylinder
15400.dat,5,16,0,cylinder;generic
15400c01.dat,7,18,0,cylinder;generic
15403c01.dat,5,8,0,cylinder;fingers
15403c02.dat,8,11,0,cylinder;fingers
15455.dat,28,35,0,cylinder
15456.dat,1,5,1,cylinder;generic
15466c01.dat,0,8,0,cylinder
15466c02.dat,0,8,0,cylinder
15466p01c01.dat,0,8,0,cylinder
15466p01c02.dat,0,8,0,cylinder
15515.dat,0,8,0,cylinder
15533.dat,4,11,0,cylinder
15536.dat,3,7,0,cylinder
15540.dat,1,9,0,cylinder
15551.dat,2,3,0,cylinder
15556.dat,3,5,0,cylinder
15556a.dat,0,2,0,cylinder
15580.dat,0,4,0,cylinder
15587.dat,0,2,0,cylinder
15588.dat,3,6,0,cylinder
15601.dat,0,1,0,cylinder
15602.dat,0,1,0,cylinder
15623.dat,260,424,0,cylinder
15624.dat,68,124,0,cylinder
15625.dat,36,40,0,cylinder
15626.dat,0,80,0,cylinder
15627.dat,10,27,0,cylinder;fingers
15672dy0.dat,2,4,0,cylinder
15672dy1.dat,2,4,0,cylinder
157.dat,2,4,0,cylinder
15706.dat,8,22,0,cylinder
158.dat,1,2,0,cylinder
15864.dat,0,6,0,cylinder
15864p01.dat,0,6,0,cylinder
159.dat,1,2,0,cylinder
15926.dat,0,1,0,cylinder
16001.dat,0,2,0,cylinder
16001p00.dat,0,2,0,cylinder
16001p01.dat,0,2,0,cylinder
16001p02.dat,0,2,0,cylinder
16001p03.dat,0,2,0,cylinder
16001p04.dat,0,2,0,cylinder
16001p05.dat,0,2,0,cylinder
16091.dat,1,2,0,cylinder
161.dat,2,3,0,clip;cylinder
16237.dat,0,2,0,cylinder
163.dat,10,18,0,cylinder;fingers
16360p01.dat,0,5,8,cylinder
16424.dat,0,6,0,cylinder
16477.dat,13,19,0,cylinder
164c01.dat,8,42,0,cylinder
164c01d01.dat,0,42,0,cylinder
164c01d02.dat,0,42,0,cylinder
164c01d03.dat,0,42,0,cylinder
164c02.dat,8,42,0,cylinder
16529p01c01.dat,2,4,0,cylinder;fingers;generic
16529p02c01.dat,2,4,0,cylinder;fingers;generic
16577.dat,2,10,0,cylinder
16615.dat,2,8,0,cylinder
16616.dat,1,9,0,cylinder
169.dat,0,2,0,cylinder
170.dat,6,18,0,cylinder
170c01.dat,8,20,0,cylinder
17114.dat,7,11,0,cylinder;generic
17134.dat,0,2,0,cylinder
17141.dat,1,3,0,cylinder
174.dat,4,5,0,cylinder
17454.dat,4,15,0,cylinder
17454c01.dat,0,15,0,cylinder
17454c02.dat,0,15,0,cylinder
175.dat,0,74,0,cylinder
1750.dat,5,7,0,cylinder
17514.dat,8,12,0,cylinder
176.dat,1,3,0,cylinder;fingers
177.dat,0,1,0,fingers
178.dat,2,5,0,cylinder
179.dat,0,3,0,cylinder
17964.dat,0,3,0,cylinder
18.dat,0,2,0,cylinder
180.dat,9,12,0,cylinder
181.dat,0,34,0,cylinder
18171.dat,3,5,0,cylinder
182.dat,26,28,0,cylinder
182c01.dat,26,74,0,cylinder
183.dat,0,46,0,cylinder
18386.dat,0,12,0,cylinder
184.dat,0,288,0,cylinder
18455.dat,9,15,1,cylinder
18459.dat,0,1,0,cylinder
1846.dat,3,5,0,cylinder
185.dat,18,20,0,cylinder
18585.dat,6,22,0,cylinder
185c01.dat,18,74,0,cylinder
185c01d01.dat,0,74,0,cylinder
185c01d03.dat,0,74,0,cylinder
185c02.dat,18,74,0,cylinder
186.dat,0,54,0,cylinder
18601.dat,188,368,0,cylinder
18602.dat,0,4,0,cylinder
18603c01.dat,0,4,0,cylinder
18603c02.dat,0,2,0,cylinder
18603c02p01.dat,0,2,0,cylinder
18603c02p02.dat,0,2,0,cylinder
18603c02p03.dat,0,2,0,cylinder
18603c02p04.dat,0,2,0,cylinder
18603c02p05.dat,0,2,0,cylinder
18603c02p06.dat,0,2,0,cylinder
18603c02p07.dat,0,2,0,cylinder
18603c02p0f.dat,0,2,0,cylinder
18605.dat,0,2,0,cylinder
18605p01.dat,0,2,0,cylinder
18605p02.dat,0,2,0,cylinder
18605p03.dat,0,2,0,cylinder
18605p04.dat,0,2,0,cylinder
18605p05.dat,0,2,0,cylinder
18605p06.dat,0,2,0,cylinder
18605p07.dat,0,2,0,cylinder
18605p0f.dat,0,2,0,cylinder
18646.dat,12,22,0,cylinder
18649.dat,5,7,0,cylinder
18671.dat,7,13,0,cylinder
18677.dat,2,6,0,cylinder
18729.dat,0,4,0,cylinder
1874.dat,0,10,0,cylinder
18746.dat,4,9,0,cylinder
1874p01.dat,0,10,0,cylinder
18783.dat,0,4,0,cylinder
187c01.dat,37,75,1,cylinder;clip
188.dat,50,75,0,cylinder;clip
18836.dat,0,1,0,cylinder
18836p40.dat,0,1,0,cylinder
18836p41.dat,0,1,0,cylinder
18836p42.dat,0,1,0,cylinder
18836pq0.dat,0,1,0,cylinder
18838.dat,6,14,0,cylinder
18841.dat,0,8,0,cylinder
18857.dat,0,32,0,cylinder
18859.dat,6,14,0,cylinder
18860.dat,2,4,0,cylinder
18862.dat,0,1,0,cylinder
18870.dat,1,2,0,cylinder
18892.dat,12,20,0,cylinder
18895.dat,2,6,0,cylinder
18895c01.dat,7,13,4,cylinder;clip
18895p01.dat,2,6,0,cylinder
18895p02.dat,2,6,0,cylinder
18896.dat,13,17,1,clip;cylinder
18897.dat,46,62,0,cylinder
18904.dat,0,6,0,cylinder
18904c01.dat,2,8,0,cylinder
18910.dat,9,11,0,cylinder
18912.dat,4,498,0,cylinder
18922.dat,132,228,0,cylinder
18923.dat,8,168,0,cylinder
18926.dat,0,52,0,cylinder
18937.dat,0,168,0,cylinder
18970.dat,4,8,0,cylinder
18973p06d01.dat,0,4,0,cylinder
18973p09.dat,0,4,0,cylinder
18974.dat,10,14,0,cylinder
18975.dat,10,22,0,cylinder
18976c01.dat,0,2,0,cylinder
18980.dat,10,20,0,cylinder
189c01.dat,4,12,0,cylinder
19066.dat,0,20,0,cylinder
19066c01.dat,2,22,0,cylinder;generic
19071.dat,32,84,0,cylinder;generic
19079.dat,46,62,0,cylinder
19119c02.dat,19,25,0,cylinder
19121.dat,4,15,0,cylinder
19212.dat,12,39,0,cylinder
19212p01.dat,12,39,0,cylinder
1927.dat,0,12,0,cylinder
193.dat,0,2,0,fingers;cylinder
1939.dat,0,3,0,cylinder
19466c01.dat,2,3,0,cylinder
19474-f1.dat,0,7,0,cylinder
19474-f2.dat,0,7,0,cylinder
19474-f3.dat,0,7,0,cylinder
19475-f1.dat,0,6,0,cylinder
19475-f2.dat,0,6,0,cylinder
19476-f1.dat,0,5,0,cylinder
19476-f2.dat,0,5,0,cylinder
19478-f1.dat,0,4,0,cylinder
19478-f2.dat,0,4,0,cylinder
19482-f1.dat,0,5,0,cylinder
19482-f2.dat,0,5,0,cylinder
195.dat,6,23,0,cylinder
197.dat,0,38,0,cylinder
198.dat,8,27,0,cylinder
199.dat,9,10,0,cylinder
19952.dat,3,6,0,cylinder
19953.dat,3,6,0,cylinder
19954.dat,0,12,0,cylinder
20033.dat,0,498,0,cylinder
20033c01.dat,0,498,0,cylinder
20033c02.dat,0,498,0,cylinder
202.dat,0,12,0,cylinder
20294.dat,0,6,0,cylinder
20296.dat,0,6,0,cylinder
20299.dat,0,6,0,cylinder
20300.dat,0,6,0,cylinder
20380p01c01.dat,2,5,0,fingers;cylinder;generic
20380p02c01.dat,2,5,0,fingers;cylinder;generic
2038d01.dat,1,3,0,cylinder
2038d02.dat,1,3,0,cylinder
2041.dat,0,12,0,cylinder
2042.dat,0,24,0,cylinder
2042c01.dat,2,26,0,cylinder;fingers
2042c02.dat,2,26,0,cylinder;fingers
2042c03.dat,2,26,0,cylinder;fingers
20430.dat,6,18,0,cylinder
2044c01.dat,0,4,0,cylinder
2045.dat,0,4,0,cylinder
20455.dat,2,10,0,cylinder
2046.dat,9,13,0,cylinder
20460pckc.dat,0,4,0,cylinder
20461.dat,0,4,0,cylinder
20461b.dat,0,4,0,cylinder
20461bp00.dat,0,4,0,cylinder
20461bp01.dat,0,4,0,cylinder
20461bp02.dat,0,4,0,cylinder
20461bp03.dat,0,4,0,cylinder
20461bp04.dat,0,4,0,cylinder
20461bp05.dat,0,4,0,cylinder
20461bp06.dat,0,4,0,cylinder
20461bp07.dat,0,4,0,cylinder
20461bp08.dat,0,4,0,cylinder
20461bp09.dat,0,4,0,cylinder
20461bp0a.dat,0,4,0,cylinder
20461bp0c.dat,0,4,0,cylinder
20461bp0e.dat,0,4,0,cylinder
20461bpckc.dat,0,4,0,cylinder
20461bpd87.dat,0,4,0,cylinder
20461bpd92.dat,0,4,0,cylinder
20461bpx0.dat,0,4,0,cylinder
20461bpx1.dat,0,4,0,cylinder
20461bpx2.dat,0,4,0,cylinder
20461bpx3.dat,0,4,0,cylinder
20461p00.dat,0,4,0,cylinder
20461p01.dat,0,4,0,cylinder
20461p02.dat,0,4,0,cylinder
20461p03.dat,0,4,0,cylinder
20461p04.dat,0,4,0,cylinder
20461p05.dat,0,4,0,cylinder
20461p06.dat,0,4,0,cylinder
20461p07.dat,0,4,0,cylinder
20461p08.dat,0,4,0,cylinder
20461p09.dat,0,4,0,cylinder
20461pd87.dat,0,4,0,cylinder
20461pd92.dat,0,4,0,cylinder
20461px0.dat,0,4,0,cylinder
20461px1.dat,0,4,0,cylinder
2048.dat,42,66,2,cylinder;fingers
205.dat,1,2,0,cylinder
206.dat,0,5,0,cylinder
20695.dat,1,3,0,cylinder
20695p01.dat,1,3,0,cylinder
208.dat,1,2,0,cylinder
20835.dat,0,8,0,cylinder
20841.dat,0,16,0,cylinder
20841c01.dat,0,17,0,cylinder;generic
20842.dat,0,6,0,cylinder
20844.dat,0,14,0,cylinder
20844c01.dat,0,15,0,cylinder;generic
208c01.dat,0,4,0,cylinder
210.dat,0,352,0,cylinder
21019.dat,0,12,0,cylinder
21019b.dat,0,12,0,cylinder
21019bp00.dat,0,12,0,cylinder
21019bp01.dat,0,12,0,cylinder
21019bp02.dat,0,12,0,cylinder
21019bp03.dat,0,12,0,cylinder
21019bp04.dat,0,12,0,cylinder
21019bp05.dat,0,12,0,cylinder
21019bp06.dat,0,12,0,cylinder
21019bp07.dat,0,12,0,cylinder
21019bp08.dat,0,12,0,cylinder
21019bp09.dat,0,12,0,cylinder
21019bp0a.dat,0,12,0,cylinder
21019bp0b.dat,0,12,0,cylinder
21019bp0c.dat,0,12,0,cylinder
21019bp0d.dat,0,12,0,cylinder
21019bp0e.dat,0,12,0,cylinder
21019bpckc.dat,0,12,0,cylinder
21019bpd87.dat,0,12,0,cylinder
21019bpd92.dat,0,12,0,cylinder
21019bpx0.dat,0,12,0,cylinder
21019bpx1.dat,0,12,0,cylinder
21019bpx2.dat,0,12,0,cylinder
21019bpx3.dat,0,12,0,cylinder
21019p00.dat,0,12,0,cylinder
21019p01.dat,0,12,0,cylinder
21019p02.dat,0,12,0,cylinder
21019p03.dat,0,12,0,cylinder
21019p04.dat,0,12,0,cylinder
21019p05.dat,0,12,0,cylinder
21019p06.dat,0,12,0,cylinder
21019p07.dat,0,12,0,cylinder
21019p08.dat,0,12,0,cylinder
21019p09.dat,0,12,0,cylinder
21019pckc.dat,0,12,0,cylinder
21019pd87.dat,0,12,0,cylinder
21019pd92.dat,0,12,0,cylinder
21019px0.dat,0,12,0,cylinder
21019px1.dat,0,12,0,cylinder
211.dat,0,254,0,cylinder
21100.dat,0,1,0,cylinder
212.dat,1,10,0,cylinder
21271.dat,4,9,0,cylinder
21271p01.dat,4,9,0,cylinder
21301.dat,39,75,0,cylinder
2131.dat,4,12,0,cylinder
21445.dat,3,6,0,cylinder
2146.dat,0,8,0,cylinder
2146c01.dat,0,12,0,cylinder
216.dat,0,2,0,fingers
217.dat,6,43,0,cylinder
21731.dat,2,21,0,cylinder
21849.dat,1,5,0,cylinder
21849ps1.dat,1,5,0,cylinder
21849ps2.dat,1,5,0,cylinder
21980.dat,2,25,0,cylinder
21980c01.dat,2,26,0,cylinder;generic
22.dat,2,3,0,cylinder;fingers
22011.dat,16,26,0,cylinder
2207.dat,0,96,0,cylinder
2207c01.dat,12,108,0,cylinder
2207p01.dat,0,96,0,cylinder
2207p01c01.dat,12,108,0,cylinder
2210.dat,0,96,0,cylinder
2210c01.dat,21,117,0,cylinder
22127.dat,0,16,0,generic;cylinder
22167.dat,0,18,0,generic;cylinder
22168.dat,1,4,0,cylinder;generic
22169.dat,0,16,0,cylinder
22169c01.dat,0,17,0,cylinder;generic
22172.dat,0,36,0,cylinder
22172c01.dat,0,37,0,cylinder;generic
22253c01.dat,1,7,0,cylinder
22253c02.dat,1,7,0,cylinder
22378.dat,0,2,0,cylinder
22387.dat,10,37,0,cylinder
22391.dat,8,10,0,cylinder
22402.dat,1,9,0,cylinder
22408.dat,5,9,0,cylinder
22409.dat,3,7,0,cylinder
22578.dat,5,21,0,cylinder
22749.dat,0,4,0,cylinder
22881.dat,0,12,0,cylinder
22885.dat,3,13,0,cylinder
22886.dat,3,5,0,cylinder
22888.dat,30,48,0,cylinder
22889.dat,12,20,0,cylinder
22890.dat,5,9,0,cylinder;generic
229.dat,2,3,0,cylinder
2296.dat,11,287,0,cylinder
2296p01.dat,8,287,0,cylinder
22972.dat,0,4,0,cylinder
2302.dat,0,8,0,cylinder
231.dat,2,4,0,cylinder
2312.dat,10,34,0,cylinder;clip
23167.dat,0,106,0,cylinder
23321.dat,2,51,1,cylinder
23323.dat,10,42,0,cylinder
2332a.dat,0,16,0,cylinder
2332ac01.dat,0,16,0,cylinder
2335d01.dat,0,2,0,clip
2335d02.dat,0,2,0,clip
2335d03.dat,0,2,0,clip
2335d04.dat,0,2,0,clip
2336.dat,33,39,0,cylinder
2336p01.dat,33,39,0,cylinder
2336p35.dat,33,39,0,cylinder
2336p36.dat,33,39,0,cylinder
2336p68.dat,33,39,0,cylinder
2336p90.dat,33,39,0,cylinder
2337.dat,2,10,0,cylinder;fingers
234.dat,3,4,0,cylinder
2340.dat,4,11,0,cylinder
23405.dat,6,23,0,cylinder
2340d01.dat,0,11,0,cylinder
2340d02.dat,0,11,0,cylinder
2340d50.dat,0,11,0,cylinder
2340d51.dat,0,11,0,cylinder
2340d52.dat,0,11,0,cylinder
2340d53.dat,0,11,0,cylinder
2340p01.dat,4,11,0,cylinder
2340p90.dat,4,11,0,cylinder
2349a.dat,5,9,2,cylinder;fingers
2349b.dat,5,9,2,cylinder;fingers
2350.dat,0,22,0,cylinder
2350a.dat,6,22,0,cylinder
2350ap01.dat,6,22,0,cylinder
2350b.dat,6,21,0,cylinder
2350bp01.dat,6,21,0,cylinder
2350c.dat,6,21,0,cylinder
2350cd01.dat,0,21,0,cylinder
2352.dat,8,16,0,cylinder
2356.dat,24,48,0,cylinder
2358.dat,6,448,0,cylinder
2358p01.dat,0,448,0,cylinder
2358p02.dat,6,448,0,cylinder
2358p03.dat,6,448,0,cylinder
2358p04.dat,6,448,0,cylinder
2359.dat,22,563,0,cylinder
2359p01.dat,22,563,0,cylinder
2359p02.dat,22,563,0,cylinder
2359p03.dat,22,563,0,cylinder
2359p04.dat,22,563,0,cylinder
236.dat,0,3,0,cylinder
2360.dat,3,322,0,cylinder
2360p01.dat,3,322,0,cylinder
2360p02.dat,3,322,0,cylinder
2361.dat,0,196,0,cylinder
2361p01.dat,0,196,0,cylinder
2361p02.dat,0,196,0,cylinder
2361p03.dat,0,196,0,cylinder
2362.dat,0,7,0,cylinder
2362p53.dat,0,5,0,cylinder
2362p54.dat,0,5,0,cylinder
2366.dat,0,142,0,cylinder
2367.dat,2,80,0,cylinder
2368.dat,2,30,0,cylinder
2369.dat,0,156,0,cylinder
236b.dat,1,3,0,cylinder
2370.dat,2,130,0,cylinder
2371.dat,2,136,0,cylinder
2372c01.dat,0,210,0,cylinder
2372c01d01.dat,0,210,0,cylinder
2373.dat,4,210,0,cylinder
2374.dat,68,108,0,cylinder
2376.dat,1,6,0,cylinder
238.dat,2,4,0,cylinder
23800c01.dat,3,5,0,cylinder
23801.dat,2,4,0,cylinder
23816.dat,1,1,0,generic
2383.dat,0,4,0,cylinder
2383c01p01.dat,0,4,0,cylinder
2383c01p02.dat,0,4,0,cylinder
2383c01p03.dat,0,4,0,cylinder
2383c01p04.dat,0,4,0,cylinder
2383c01p05.dat,0,4,0,cylinder
2383c01p06.dat,0,4,0,cylinder
2383c01p07.dat,0,4,0,cylinder
2383c01p08.dat,0,4,0,cylinder
2389.dat,0,2,0,cylinder
23893.dat,5,7,0,cylinder
23930.dat,8,15,0,cylinder
23949.dat,12,18,0,cylinder
2397.dat,16,22,0,cylinder
23996.dat,34,64,0,cylinder
2399dt0.dat,6,12,0,cylinder
2401.dat,66,126,0,cylinder
2403.dat,0,3,0,cylinder
24055.dat,30,50,0,cylinder
2408.dat,29,47,0,cylinder
24082.dat,0,2,0,cylinder
2408p01.dat,29,47,0,cylinder
2408p02.dat,29,47,0,cylinder
2408p04.dat,29,47,0,cylinder
2408p05.dat,29,47,0,cylinder
2409.dat,14,18,0,cylinder
2409d01.dat,10,18,0,cylinder
2413.dat,28,52,0,cylinder
2415.dat,2,10,0,cylinder;clip
24151.dat,11,27,0,cylinder
2415c01.dat,2,10,0,cylinder;clip
2418.dat,0,6,0,fingers;cylinder
2418a.dat,1,5,0,fingers;cylinder
2418b.dat,2,6,0,fingers;cylinder
2418bp60.dat,2,6,0,fingers;cylinder
2419.dat,16,24,0,cylinder
241901.dat,12,24,0,cylinder
241921.dat,12,24,0,cylinder
24196.dat,1,5,1,cylinder
24196p01.dat,1,5,1,cylinder
242021.dat,3,8,0,cylinder
2422.dat,15,19,0,cylinder
2424.dat,10,12,1,cylinder;clip
24248.dat,18,47,0,cylinder
2425.dat,4,12,0,cylinder
2426c01.dat,0,12,0,cylinder
2426c02.dat,0,12,0,cylinder
2429.dat,4,6,0,cylinder
24299.dat,3,5,0,cylinder
2429c01.dat,0,12,0,cylinder
242c01.dat,1,2,0,cylinder
24307.dat,3,5,0,cylinder
24309dy2.dat,0,6,0,cylinder
243101.dat,0,7,0,cylinder
24314.dat,0,1,0,cylinder
24319.dat,0,5,2,cylinder
2431b.dat,0,7,0,cylinder
2431bp52.dat,0,7,0,cylinder
2431bp79.dat,0,7,0,cylinder
2431d01.dat,0,7,0,cylinder
2431d02.dat,0,7,0,cylinder
2431d50.dat,0,7,0,cylinder
2431dm0.dat,0,7,0,cylinder
2431dm1.dat,0,7,0,cylinder
2431dm2.dat,0,7,0,cylinder
2431dm3.dat,0,7,0,cylinder
2431dm4.dat,0,7,0,cylinder
2431dm5.dat,0,7,0,cylinder
2431dm6.dat,0,7,0,cylinder
2431dm7.dat,0,7,0,cylinder
2431dm8.dat,0,7,0,cylinder
2431dm9.dat,0,7,0,cylinder
2431dma.dat,0,7,0,cylinder
2431dq0.dat,0,7,0,cylinder
2431dq1.dat,0,7,0,cylinder
2431ds0.dat,0,7,0,cylinder
2431dt0.dat,0,7,0,cylinder
2431dt1.dat,0,7,0,cylinder
2431dt2.dat,0,7,0,cylinder
2431dt3.dat,0,7,0,cylinder
2431dt4.dat,0,7,0,cylinder
2431dt5.dat,0,7,0,cylinder
24323.dat,0,8,0,cylinder
24324.dat,2,6,0,cylinder;fingers
24326.dat,11,23,0,cylinder
2436.dat,2,13,0,cylinder
2436a.dat,3,13,0,cylinder
2436b.dat,3,13,0,cylinder
2437.dat,8,11,0,cylinder
2437p01.dat,4,7,0,cylinder
243c01.dat,1,2,0,cylinder
2440d01.dat,0,3,0,clip;fingers
2440p68.dat,0,3,0,clip;fingers
2441.dat,31,52,0,cylinder
2442.dat,0,7,0,cylinder
2443.dat,6,25,0,cylinder;fingers;generic
2444.dat,4,12,0,cylinder
244c01.dat,1,2,0,cylinder
244c02.dat,0,2,0,cylinder
244c03.dat,0,2,0,cylinder
